code,name,area,state,type,pop
70420,Barkly (R),322713.2188,nt,lga,7392
70540,Belyuen (S),41.4054,nt,lga,174
70620,Central Desert (R),281312.0262,nt,lga,4208
70700,Coomalie (S),2056.0547,nt,lga,1391
71000,Darwin (C),111.318,nt,lga,84613
71300,East Arnhem (R),33309.9334,nt,lga,10345
72200,Katherine (T),7416.6444,nt,lga,10621
72300,Litchfield (M),2903.1459,nt,lga,25598
72330,MacDonnell (R),268329.3474,nt,lga,6863
72800,Palmerston (C),52.6559,nt,lga,37862
73600,Roper Gulf (R),185210.2475,nt,lga,7397
74050,Tiwi Islands (R),7483.1661,nt,lga,2753
74550,Victoria Daly (R),153287.0839,nt,lga,3138
74560,Wagait (S),5.6378,nt,lga,508
74660,West Arnhem (R),49675.0343,nt,lga,6902
74680,West Daly (R),14069.6979,nt,lga,3649
79399,Unincorporated NT,19789.9972,nt,lga,7379
89399,Unincorporated ACT,2358.172,act,lga,420960
99399,Unincorp. Other Territories,256.3162,oth,lga,4626
101021007,Braidwood,3418.3525,nsw,sa2,4149
101021008,Karabar,6.9825,nsw,sa2,8432
101021009,Queanbeyan,4.7634,nsw,sa2,11458
101021010,Queanbeyan - East,13.0034,nsw,sa2,5085
101021011,Queanbeyan Region,3054.4099,nsw,sa2,19173
101021012,Queanbeyan West - Jerrabomberra,13.6789,nsw,sa2,13150
101031013,Bombala,3989.3618,nsw,sa2,2415
101031014,Cooma,103.6371,nsw,sa2,6872
101031015,Cooma Region,6250.8748,nsw,sa2,3371
101031016,Jindabyne - Berridale,3939.5484,nsw,sa2,7173
101041017,Batemans Bay,63.7074,nsw,sa2,7972
101041018,Batemans Bay - South,30.5948,nsw,sa2,8513
101041019,Bega - Tathra,183.8985,nsw,sa2,8673
101041020,Bega-Eden Hinterland,4710.2068,nsw,sa2,8922
101041021,Broulee - Tomakin,24.2329,nsw,sa2,3470
101041022,Deua - Wadbilliga,2781.9988,nsw,sa2,25
101041023,Eden,94.8138,nsw,sa2,3264
101041024,Eurobodalla Hinterland,1460.0117,nsw,sa2,3399
101041025,Merimbula - Tura Beach,97.3395,nsw,sa2,11176
101041026,Moruya - Tuross Head,165.4118,nsw,sa2,8182
101041027,Narooma - Bermagui,252.652,nsw,sa2,9198
101051539,Goulburn,64.7865,nsw,sa2,23835
101051540,Goulburn Region,9035.1221,nsw,sa2,13123
101061541,Yass,99.7342,nsw,sa2,6679
101061542,Yass Region,5680.8782,nsw,sa2,12131
101061543,Young,505.7528,nsw,sa2,10820
101061544,Young Region,5849.8086,nsw,sa2,7309
102011028,Avoca Beach - Copacabana,6.4376,nsw,sa2,7733
102011029,Box Head - MacMasters Beach,32.086,nsw,sa2,11112
102011030,Calga - Kulnura,767.9512,nsw,sa2,4938
102011031,Erina - Green Point,33.7934,nsw,sa2,14384
102011032,Gosford - Springfield,16.9124,nsw,sa2,19653
102011033,Kariong,8.3063,nsw,sa2,6583
102011034,Kincumber - Picketts Valley,12.0887,nsw,sa2,7531
102011035,Narara,7.7021,nsw,sa2,6904
102011036,Niagara Park - Lisarow,16.7316,nsw,sa2,8152
102011037,Point Clare - Koolewong,6.7874,nsw,sa2,6308
102011038,Saratoga - Davistown,4.7683,nsw,sa2,7307
102011039,Terrigal - North Avoca,10.1073,nsw,sa2,14281
102011040,Umina - Booker Bay - Patonga,25.2284,nsw,sa2,24672
102011041,Wamberal - Forresters Beach,13.7221,nsw,sa2,10323
102011042,Woy Woy - Blackwall,17.4225,nsw,sa2,14469
102011043,Wyoming,8.381,nsw,sa2,11829
102021044,Bateau Bay - Killarney Vale,10.8595,nsw,sa2,22621
102021045,Blue Haven - San Remo,20.9797,nsw,sa2,11415
102021046,Budgewoi - Buff Point - Halekulani,9.3531,nsw,sa2,9735
102021047,Chittaway Bay - Tumbi Umbi,24.4986,nsw,sa2,15762
102021048,Gorokan - Kanwal - Charmhaven,11.249,nsw,sa2,22802
102021049,Jilliby - Yarramalong,346.7662,nsw,sa2,3530
102021050,Lake Munmorah - Mannering Park,35.4946,nsw,sa2,11172
102021051,Ourimbah - Fountaindale,114.1172,nsw,sa2,5023
102021052,Summerland Point - Gwandalan,9.1793,nsw,sa2,6072
102021053,The Entrance,13.8576,nsw,sa2,15735
102021054,Toukley - Norah Head,10.5216,nsw,sa2,10296
102021055,Tuggerah - Kangy Angy,27.8463,nsw,sa2,5465
102021056,Warnervale - Wadalba,42.89,nsw,sa2,17066
102021057,Wyong,15.0334,nsw,sa2,9222
103011058,Bathurst,119.5048,nsw,sa2,24745
103011059,Bathurst - East,94.0341,nsw,sa2,12056
103011060,Bathurst Region,3798.2628,nsw,sa2,7047
103011061,Oberon,2972.3813,nsw,sa2,4720
103021062,Condobolin,15858.8501,nsw,sa2,6625
103021063,Cowra,242.201,nsw,sa2,9324
103021064,Cowra Region,3037.1557,nsw,sa2,5557
103021065,Forbes,4598.0438,nsw,sa2,10469
103021066,Grenfell,3294.0766,nsw,sa2,3633
103021067,Parkes (NSW),234.7556,nsw,sa2,11224
103021068,Parkes Region,5418.1649,nsw,sa2,3411
103021069,West Wyalong,8317.4729,nsw,sa2,5972
103031070,Lithgow,119.9844,nsw,sa2,12973
103031071,Lithgow Region,2514.07,nsw,sa2,8571
103031072,Mudgee,65.8948,nsw,sa2,12410
103031073,Mudgee Region - East,2852.0843,nsw,sa2,3492
103031074,Mudgee Region - West,8043.8635,nsw,sa2,10601
103031075,Wollangambe - Wollemi,2448.7276,nsw,sa2,0
103041076,Blayney,1642.6748,nsw,sa2,7352
103041077,Orange,45.2499,nsw,sa2,19021
103041078,Orange - North,99.5118,nsw,sa2,21472
103041079,Orange Region,4480.0957,nsw,sa2,11973
104011080,Grafton,106.2537,nsw,sa2,19078
104011081,Grafton Region,8445.8909,nsw,sa2,15644
104011082,Maclean - Yamba - Iluka,711.0493,nsw,sa2,16630
104021083,Bellingen,1001.0481,nsw,sa2,6035
104021084,Coffs Harbour - North,25.6688,nsw,sa2,18287
104021085,Coffs Harbour - South,33.6996,nsw,sa2,10686
104021086,Coramba - Nana Glen - Bucca,363.909,nsw,sa2,4015
104021087,Dorrigo,1987.6714,nsw,sa2,3218
104021088,Korora - Emerald Beach,57.6881,nsw,sa2,9617
104021089,Sawtell - Boambee,118.2251,nsw,sa2,19982
104021090,Urunga,108.4124,nsw,sa2,4770
104021091,Woolgoolga - Arrawarra,270.2414,nsw,sa2,13250
105011092,Bourke - Brewarrina,56843.6928,nsw,sa2,4061
105011093,Cobar,45551.3981,nsw,sa2,4736
105011094,Coonamble,12142.3534,nsw,sa2,4175
105011095,Nyngan - Warren,21216.0023,nsw,sa2,4960
105011096,Walgett - Lightning Ridge,27011.6794,nsw,sa2,6386
105021097,Broken Hill,170.1153,nsw,sa2,17734
105021098,Far West,146690.0605,nsw,sa2,2496
105031099,Coonabarabran,10474.1332,nsw,sa2,7981
105031100,Dubbo - East,87.6912,nsw,sa2,10542
105031101,Dubbo - South,25.4336,nsw,sa2,18240
105031102,Dubbo - West,69.4359,nsw,sa2,9610
105031103,Dubbo Region,4128.5683,nsw,sa2,5913
105031104,Gilgandra,5393.4381,nsw,sa2,4393
105031105,Narromine,5956.2535,nsw,sa2,6640
105031106,Wellington,3603.4369,nsw,sa2,9464
106011107,Branxton - Greta - Pokolbin,392.2861,nsw,sa2,11017
106011108,Cessnock,68.9813,nsw,sa2,23444
106011109,Cessnock Region,1570.4341,nsw,sa2,8402
106011110,Dungog,2249.9983,nsw,sa2,9346
106011111,Kurri Kurri - Abermain,90.6145,nsw,sa2,18623
106011112,Singleton,127.2317,nsw,sa2,16346
106011113,Singleton Region,4067.2349,nsw,sa2,5106
106021114,Maitland,32.079,nsw,sa2,7445
106021115,Maitland - East,40.5895,nsw,sa2,28569
106021116,Maitland - North,70.5477,nsw,sa2,8076
106021117,Maitland - West,175.4357,nsw,sa2,24284
106021118,Thornton - Millers Forest,61.4649,nsw,sa2,11616
106031119,Anna Bay,68.05,nsw,sa2,5906
106031120,Lemon Tree Passage - Tanilba Bay,29.9822,nsw,sa2,6823
106031121,Nelson Bay Peninsula,47.4762,nsw,sa2,22145
106031122,Raymond Terrace,109.4864,nsw,sa2,14025
106031123,Seaham - Woodville,247.4836,nsw,sa2,5532
106031124,Tea Gardens - Hawks Nest,204.3164,nsw,sa2,5287
106031125,Williamtown - Medowie - Karuah,365.182,nsw,sa2,14495
106041126,Muswellbrook,262.3964,nsw,sa2,12364
106041127,Muswellbrook Region,3142.4876,nsw,sa2,4019
106041128,Scone,118.5743,nsw,sa2,5827
106041129,Scone Region,7948.9587,nsw,sa2,8408
107011131,Dapto - Avondale,56.6003,nsw,sa2,24523
107011132,Horsley - Kembla Grange,44.2401,nsw,sa2,9733
107011133,Port Kembla Industrial,12.7352,nsw,sa2,11
107011134,Unanderra - Mount Kembla,25.1483,nsw,sa2,15849
107011545,Berkeley - Lake Heights - Cringila,12.5307,nsw,sa2,14656
107011546,Port Kembla - Warrawong,6.9708,nsw,sa2,10173
107011547,Windang - Primbee,5.4708,nsw,sa2,4381
107021135,Illawarra Catchment Reserve,744.3423,nsw,sa2,5
107031136,Albion Park - Macquarie Pass,75.1256,nsw,sa2,15247
107031137,Albion Park Rail,7.1682,nsw,sa2,6930
107031138,Kiama,13.8552,nsw,sa2,8223
107031139,Kiama Downs - Minnamurra,7.261,nsw,sa2,6187
107031140,Kiama Hinterland - Gerringong,222.261,nsw,sa2,8449
107031141,Shellharbour - Flinders,49.5814,nsw,sa2,18610
107031142,Shellharbour - Oak Flats,6.051,nsw,sa2,10363
107031143,Warilla,9.4949,nsw,sa2,21090
107041144,Balgownie - Fairy Meadow,12.2638,nsw,sa2,22283
107041145,Corrimal - Tarrawanna - Bellambi,11.0648,nsw,sa2,15998
107041146,Figtree - Keiraville,18.8129,nsw,sa2,22388
107041147,Helensburgh,154.8373,nsw,sa2,9237
107041148,Thirroul - Austinmer - Coalcliff,16.1558,nsw,sa2,11954
107041150,Woonona - Bulli - Russell Vale,15.7847,nsw,sa2,20936
107041548,Wollongong - East,5.5037,nsw,sa2,15914
107041549,Wollongong - West,5.6592,nsw,sa2,18053
108011151,Bulahdelah - Stroud,2334.0245,nsw,sa2,4767
108011152,Forster,33.873,nsw,sa2,14787
108011153,Forster-Tuncurry Region,749.4773,nsw,sa2,6403
108011154,Tuncurry,15.6698,nsw,sa2,6372
108021155,Kempsey,195.1562,nsw,sa2,15309
108021156,Kempsey Region,3627.2593,nsw,sa2,9132
108021157,Macksville - Scotts Head,83.793,nsw,sa2,5020
108021158,Nambucca Heads,31.0504,nsw,sa2,6849
108021159,Nambucca Heads Region,1356.0987,nsw,sa2,7866
108021160,South West Rocks,45.9673,nsw,sa2,5285
108031161,Lord Howe Island,16.2918,nsw,sa2,421
108041162,Laurieton - Bonny Hills,524.9065,nsw,sa2,17835
108041163,Port Macquarie - East,42.088,nsw,sa2,29177
108041164,Port Macquarie - West,54.1669,nsw,sa2,18796
108041165,Port Macquarie Region,2871.7473,nsw,sa2,5437
108041166,Wauchope,194.8613,nsw,sa2,11799
108051167,Gloucester,2933.8676,nsw,sa2,5165
108051168,Old Bar - Manning Point - Red Head,209.6182,nsw,sa2,11123
108051169,Taree,125.1186,nsw,sa2,20902
108051170,Taree Region,3344.933,nsw,sa2,12789
108051171,Wingham,61.5308,nsw,sa2,5479
109011172,Albury - East,101.514,nsw,sa2,16307
109011173,Albury - North,24.1552,nsw,sa2,10262
109011174,Albury - South,48.4215,nsw,sa2,10589
109011175,Albury Region,5401.9272,nsw,sa2,12014
109011176,Lavington,21.467,nsw,sa2,15016
109021177,Hay,13922.8975,nsw,sa2,3004
109021178,Wentworth - Buronga,322.6286,nsw,sa2,6150
109021179,Wentworth-Balranald Region,49722.7108,nsw,sa2,3678
109031180,Corowa,77.2039,nsw,sa2,5486
109031181,Corowa Region,4495.2034,nsw,sa2,6961
109031182,Deniliquin,143.2081,nsw,sa2,7584
109031183,Deniliquin Region,18338.1895,nsw,sa2,6775
109031184,Moama,167.1016,nsw,sa2,6308
109031185,Tocumwal - Finley - Jerilderie,5011.0471,nsw,sa2,10035
110011186,Armidale,274.5995,nsw,sa2,24504
110011187,Armidale Region - North,6098.2353,nsw,sa2,4555
110011188,Armidale Region - South,3280.2792,nsw,sa2,6086
110011189,Walcha,6742.5352,nsw,sa2,3231
110021190,Glen Innes,5479.977,nsw,sa2,8908
110021191,Inverell,207.6617,nsw,sa2,11894
110021192,Inverell Region - East,9274.5669,nsw,sa2,5297
110021193,Inverell Region - West,8283.6397,nsw,sa2,6171
110021194,Tenterfield,7322.793,nsw,sa2,6638
110031195,Moree,69.3971,nsw,sa2,8342
110031196,Moree Region,19811.1371,nsw,sa2,5568
110031197,Narrabri,180.363,nsw,sa2,7356
110031198,Narrabri Region,11965.644,nsw,sa2,4871
110041199,Gunnedah,90.1551,nsw,sa2,9572
110041200,Gunnedah Region,5765.8611,nsw,sa2,4093
110041201,Quirindi,5077.8423,nsw,sa2,7887
110041202,Tamworth - East,102.1806,nsw,sa2,20925
110041203,Tamworth - North,76.0423,nsw,sa2,16150
110041204,Tamworth - West,62.5221,nsw,sa2,5797
110041205,Tamworth Region,8980.4841,nsw,sa2,19019
111011206,Belmont - Bennetts Green,22.2119,nsw,sa2,18303
111011207,Belmont South - Blacksmiths,6.8068,nsw,sa2,5730
111011208,Charlestown - Dudley,22.2796,nsw,sa2,24808
111011209,Glendale - Cardiff - Hillsborough,21.9175,nsw,sa2,24084
111011210,Mount Hutton - Windale,6.2654,nsw,sa2,9157
111011211,Redhead,3.6826,nsw,sa2,3617
111011212,Swansea - Caves Beach,32.4069,nsw,sa2,11995
111011213,Valentine - Eleebana,9.9749,nsw,sa2,12322
111011214,Warners Bay - Boolaroo,12.5402,nsw,sa2,13741
111021215,Bolton Point - Teralba,21.9697,nsw,sa2,8683
111021216,Bonnells Bay - Silverwater,10.1593,nsw,sa2,9241
111021217,Edgeworth - Cameron Park,15.6077,nsw,sa2,15258
111021218,Morisset - Cooranbong,330.5208,nsw,sa2,16068
111021219,Toronto - Awaba,43.6626,nsw,sa2,13768
111021220,Wangi Wangi - Rathmines,13.1715,nsw,sa2,9137
111021221,West Wallsend - Barnsley - Killingworth,72.5413,nsw,sa2,6768
111031222,Adamstown - Kotara,8.0182,nsw,sa2,16025
111031223,Beresfield - Hexham,59.2573,nsw,sa2,8493
111031224,Hamilton - Broadmeadow,6.7462,nsw,sa2,12448
111031225,Lambton - New Lambton,10.5485,nsw,sa2,17035
111031226,Maryland - Fletcher - Minmi,17.2635,nsw,sa2,15119
111031227,Mayfield - Warabrook,7.5372,nsw,sa2,15466
111031228,Merewether - The Junction,7.2464,nsw,sa2,14272
111031229,Newcastle - Cooks Hill,3.9804,nsw,sa2,12075
111031230,Newcastle Port - Kooragang,30.8883,nsw,sa2,17
111031231,Shortland - Jesmond,12.7086,nsw,sa2,12766
111031232,Stockton - Fullerton Cove,30.5131,nsw,sa2,8296
111031233,Wallsend - Elermore Vale,21.5199,nsw,sa2,20214
111031234,Waratah - North Lambton,5.114,nsw,sa2,12535
111031235,Wickham - Carrington - Tighes Hill,3.5517,nsw,sa2,8490
112011236,Ballina,36.1299,nsw,sa2,18043
112011237,Ballina Region,406.5487,nsw,sa2,17713
112011238,Bangalow,186.5293,nsw,sa2,6240
112011239,Brunswick Heads - Ocean Shores,54.4454,nsw,sa2,8764
112011240,Byron Bay,39.7772,nsw,sa2,10511
112011241,Evans Head,543.5362,nsw,sa2,5409
112011242,Lennox Head - Skennars Head,37.8459,nsw,sa2,8338
112011243,Mullumbimby,268.0751,nsw,sa2,8740
112021244,Casino,138.9581,nsw,sa2,12560
112021245,Casino Region,3950.1024,nsw,sa2,7056
112021246,Goonellabah,25.2269,nsw,sa2,13411
112021247,Kyogle,1979.7593,nsw,sa2,7315
112021248,Lismore,63.3098,nsw,sa2,15309
112021249,Lismore Region,1233.2421,nsw,sa2,15472
112031250,Kingscliff - Fingal Head,38.4355,nsw,sa2,14702
112031251,Murwillumbah,24.2868,nsw,sa2,9399
112031252,Murwillumbah Region,908.2603,nsw,sa2,9930
112031253,Pottsville,189.4635,nsw,sa2,14014
112031254,Tweed Heads,100.2868,nsw,sa2,20284
112031550,Banora Point,9.4424,nsw,sa2,16072
112031551,Terranora - North Tumblegum,29.0247,nsw,sa2,3378
112031552,Tweed Heads South,8.4562,nsw,sa2,8329
113011256,Griffith (NSW),56.333,nsw,sa2,20251
113011257,Griffith Region,23020.2043,nsw,sa2,13220
113011258,Leeton,373.8747,nsw,sa2,10331
113011259,Narrandera,5409.2765,nsw,sa2,6106
113021260,Tumbarumba,4520.7134,nsw,sa2,3492
113021261,Tumut,40.3087,nsw,sa2,6336
113021262,Tumut Region,4613.7424,nsw,sa2,4737
113031263,Cootamundra,1656.1223,nsw,sa2,7687
113031264,Gundagai,2362.5241,nsw,sa2,3632
113031265,Junee,1970.8746,nsw,sa2,6549
113031266,Temora,3434.262,nsw,sa2,6918
113031267,Wagga Wagga - East,54.0429,nsw,sa2,17111
113031268,Wagga Wagga - North,53.6776,nsw,sa2,4938
113031269,Wagga Wagga - South,29.4358,nsw,sa2,21758
113031270,Wagga Wagga - West,54.9391,nsw,sa2,12635
113031271,Wagga Wagga Region,9334.6875,nsw,sa2,15399
114011272,Berry - Kangaroo Valley,537.0884,nsw,sa2,9121
114011273,Callala Bay - Currarong,166.9089,nsw,sa2,3731
114011274,Culburra Beach,76.4017,nsw,sa2,5120
114011275,Ettrema - Sassafras - Budawang,2144.4618,nsw,sa2,52
114011276,Huskisson - Vincentia,31.0073,nsw,sa2,4531
114011277,North Nowra - Bomaderry,99.7318,nsw,sa2,16211
114011278,Nowra,101.6798,nsw,sa2,21209
114011279,St Georges Basin - Erowal Bay,76.9396,nsw,sa2,14720
114011280,Sussex Inlet - Berrara,39.8389,nsw,sa2,4476
114011281,Tomerong - Wandandian - Woollamia,375.9761,nsw,sa2,3521
114011282,Ulladulla,46.7766,nsw,sa2,16213
114011283,Ulladulla Region,677.6148,nsw,sa2,5331
114021284,Bowral,55.572,nsw,sa2,13459
114021285,Hill Top - Colo Vale,174.3752,nsw,sa2,6374
114021286,Mittagong,73.7567,nsw,sa2,9549
114021287,Moss Vale - Berrima,118.1151,nsw,sa2,10505
114021288,Robertson - Fitzroy Falls,498.4941,nsw,sa2,3686
114021289,Southern Highlands,1409.7013,nsw,sa2,6878
115011290,Baulkham Hills (East),8.3081,nsw,sa2,24638
115011291,Baulkham Hills (West) - Bella Vista,10.9631,nsw,sa2,21666
115011294,Glenhaven,7.2309,nsw,sa2,6545
115011296,West Pennant Hills,7.8291,nsw,sa2,13218
115011553,Castle Hill - Central,4.1512,nsw,sa2,7949
115011554,Castle Hill - East,2.072,nsw,sa2,5591
115011555,Castle Hill - North,6.8149,nsw,sa2,12504
115011556,Castle Hill - South,4.1277,nsw,sa2,10143
115011557,Castle Hill - West,1.6363,nsw,sa2,5501
115011558,Cherrybrook,8.2514,nsw,sa2,19440
115011559,Kellyville,10.641,nsw,sa2,26275
115021297,Dural - Kenthurst - Wisemans Ferry,377.5396,nsw,sa2,22246
115021298,Galston - Laughtondale,191.699,nsw,sa2,5360
115031299,Bilpin - Colo - St Albans,2160.1601,nsw,sa2,2790
115031300,Kurrajong Heights - Ebenezer,331.85,nsw,sa2,22647
115041301,Pitt Town - McGraths Hill,81.5516,nsw,sa2,11296
115041302,Rouse Hill - Beaumont Hills,36.6725,nsw,sa2,27828
116011303,Blacktown (East) - Kings Park,7.9753,nsw,sa2,17888
116011304,Blacktown (North) - Marayong,7.3829,nsw,sa2,19414
116011306,Doonside - Woodcroft,9.9106,nsw,sa2,24703
116011307,Lalor Park - Kings Langley,11.7998,nsw,sa2,25980
116011308,Seven Hills - Toongabbie,11.2033,nsw,sa2,25742
116011560,Blacktown (South),3.3594,nsw,sa2,13006
116011561,Blacktown (West),4.6753,nsw,sa2,16867
116021309,Glenwood,5.1186,nsw,sa2,16905
116021310,Parklea - Kellyville Ridge,9.8132,nsw,sa2,35469
116021312,Riverstone - Marsden Park,79.421,nsw,sa2,26630
116021562,Acacia Gardens,0.9466,nsw,sa2,3964
116021563,Quakers Hill,7.7675,nsw,sa2,24280
116031313,Bidwill - Hebersham - Emerton,6.095,nsw,sa2,18968
116031314,Glendenning - Dean Park,5.1425,nsw,sa2,8736
116031315,Hassall Grove - Plumpton,6.2053,nsw,sa2,21932
116031316,Lethbridge Park - Tregear,11.2672,nsw,sa2,22477
116031317,Mount Druitt - Whalan,8.6855,nsw,sa2,23911
116031318,Prospect Reservoir,30.6917,nsw,sa2,44
116031319,Rooty Hill - Minchinbury,14.6244,nsw,sa2,22424
117011320,Banksmeadow,3.3683,nsw,sa2,21
117011321,Botany,3.4308,nsw,sa2,12439
117011322,Mascot - Eastlakes,6.165,nsw,sa2,27999
117011323,Pagewood - Hillsdale - Daceyville,3.1187,nsw,sa2,12202
117011324,Port Botany Industrial,2.8044,nsw,sa2,7
117011325,Sydney Airport,8.9106,nsw,sa2,67
117021326,Marrickville,5.8127,nsw,sa2,28604
117021327,Petersham - Stanmore,3.0033,nsw,sa2,22093
117021328,Sydenham - Tempe - St Peters,3.8539,nsw,sa2,8504
117031329,Darlinghurst,0.8569,nsw,sa2,12728
117031330,Erskineville - Alexandria,4.32,nsw,sa2,18519
117031331,Glebe - Forest Lodge,2.3018,nsw,sa2,22458
117031332,Newtown - Camperdown - Darlington,3.2812,nsw,sa2,28355
117031333,Potts Point - Woolloomooloo,1.4591,nsw,sa2,24235
117031334,Pyrmont - Ultimo,1.4913,nsw,sa2,24645
117031335,Redfern - Chippendale,2.1631,nsw,sa2,26206
117031336,Surry Hills,1.3164,nsw,sa2,18287
117031337,Sydney - Haymarket - The Rocks,4.2934,nsw,sa2,31682
117031338,Waterloo - Beaconsfield,3.5809,nsw,sa2,40251
118011339,Bondi - Tamarama - Bronte,2.4963,nsw,sa2,20148
118011340,Bondi Beach - North Bondi,2.4605,nsw,sa2,23669
118011341,Bondi Junction - Waverly,2.5234,nsw,sa2,18614
118011342,Centennial Park,1.9786,nsw,sa2,3
118011343,Double Bay - Bellevue Hill,4.714,nsw,sa2,26998
118011344,Dover Heights,1.8705,nsw,sa2,11683
118011345,Paddington - Moore Park,3.725,nsw,sa2,16724
118011346,Rose Bay - Vaucluse - Watsons Bay,5.1361,nsw,sa2,12665
118011347,Woollahra,1.2805,nsw,sa2,8293
118021348,Coogee - Clovelly,3.8356,nsw,sa2,28173
118021350,Malabar - La Perouse - Chifley,11.8254,nsw,sa2,26336
118021564,Kensington (NSW),2.6422,nsw,sa2,16942
118021565,Kingsford,2.0141,nsw,sa2,17165
118021566,Maroubra - North,1.8112,nsw,sa2,10604
118021567,Maroubra - South,2.065,nsw,sa2,11377
118021568,Maroubra - West,2.0464,nsw,sa2,11158
118021569,Randwick - North,1.9356,nsw,sa2,18045
118021570,Randwick - South,3.3726,nsw,sa2,14455
119011354,Bass Hill - Georges Hall,8.9161,nsw,sa2,23564
119011355,Chullora,4.0501,nsw,sa2,1454
119011356,Condell Park,10.0036,nsw,sa2,12554
119011357,Greenacre - Mount Lewis,6.9817,nsw,sa2,27991
119011358,Padstow,6.5091,nsw,sa2,17504
119011359,Panania - Milperra - Picnic Point,14.3909,nsw,sa2,27519
119011360,Revesby,5.0925,nsw,sa2,17373
119011361,Yagoona - Birrong,5.5596,nsw,sa2,22394
119011571,Bankstown - North,2.7406,nsw,sa2,17575
119011572,Bankstown - South,4.4232,nsw,sa2,16936
119021362,Belmore - Belfield,4.5135,nsw,sa2,20247
119021363,Canterbury (South) - Campsie,4.7777,nsw,sa2,33592
119021364,Kingsgrove (North) - Earlwood,8.2016,nsw,sa2,25477
119021366,Punchbowl,5.2458,nsw,sa2,22265
119021367,Roselands,3.6461,nsw,sa2,14687
119021573,Lakemba,2.1866,nsw,sa2,18256
119021574,Wiley Park,1.3933,nsw,sa2,11057
119031368,Hurstville,3.6401,nsw,sa2,26299
119031369,Mortdale - Penshurst,6.1164,nsw,sa2,25421
119031370,Narwee - Beverly Hills,3.3909,nsw,sa2,14717
119031371,Oatley - Hurstville Grove,4.3549,nsw,sa2,13301
119031372,Peakhurst - Lugarno,7.4308,nsw,sa2,19405
119031373,Riverwood,2.7733,nsw,sa2,12400
119031374,South Hurstville - Blakehurst,6.2489,nsw,sa2,25702
119041375,Arncliffe - Bardwell Valley,4.9926,nsw,sa2,26191
119041376,Bexley,5.2778,nsw,sa2,28462
119041377,Kingsgrove (South) - Bardwell Park,3.7871,nsw,sa2,13569
119041378,Kogarah,2.2197,nsw,sa2,12514
119041379,Kogarah Bay - Carlton - Allawah,3.5033,nsw,sa2,17150
119041380,Monterey - Brighton-le-Sands - Kyeemagh,3.3799,nsw,sa2,15253
119041381,Rockdale - Banksia,3.576,nsw,sa2,22137
119041382,Sans Souci - Ramsgate,4.6115,nsw,sa2,17191
120011383,Concord - Mortlake - Cabarita,6.3192,nsw,sa2,23706
120011384,Concord West - North Strathfield,5.103,nsw,sa2,27168
120011385,Drummoyne - Rodd Point,3.7047,nsw,sa2,19509
120011386,Five Dock - Abbotsford,4.6202,nsw,sa2,21887
120021387,Balmain,2.5815,nsw,sa2,17198
120021388,Leichhardt - Annandale,4.4723,nsw,sa2,28384
120021389,Lilyfield - Rozelle,3.6039,nsw,sa2,15179
120031390,Ashfield,3.6699,nsw,sa2,26383
120031391,Burwood - Croydon,4.4925,nsw,sa2,27059
120031392,Canterbury (North) - Ashbury,3.0275,nsw,sa2,11663
120031393,Croydon Park - Enfield,3.9711,nsw,sa2,18257
120031394,Dulwich Hill - Lewisham,2.7016,nsw,sa2,18451
120031395,Haberfield - Summer Hill,3.4746,nsw,sa2,14319
120031396,Homebush,3.8434,nsw,sa2,18607
120031575,Strathfield,6.4515,nsw,sa2,27496
120031576,Strathfield South,2.5112,nsw,sa2,3909
121011398,Chatswood (East) - Artarmon,5.0678,nsw,sa2,31256
121011399,Chatswood (West) - Lane Cove North,5.5372,nsw,sa2,22935
121011400,Lane Cove - Greenwich,9.0561,nsw,sa2,29067
121011401,St Leonards - Naremburn,2.761,nsw,sa2,11799
121011402,Willoughby - Castle Cove - Northbridge,10.7518,nsw,sa2,27032
121021403,Asquith - Mount Colah,34.6849,nsw,sa2,19647
121021404,Berowra - Brooklyn - Cowan,81.7548,nsw,sa2,12093
121021406,Normanhurst - Thornleigh - Westleigh,9.9882,nsw,sa2,19190
121021577,Hornsby - East,2.5689,nsw,sa2,12840
121021578,Hornsby - West,6.2898,nsw,sa2,11325
121021579,Waitara - Wahroonga (West),2.1123,nsw,sa2,10685
121031407,Gordon - Killara,11.6714,nsw,sa2,23113
121031408,Lindfield - Roseville,11.8766,nsw,sa2,25226
121031409,Pymble,10.2514,nsw,sa2,17323
121031410,St Ives,17.7776,nsw,sa2,21864
121031411,Turramurra,20.6426,nsw,sa2,20291
121031412,Wahroonga (East) - Warrawee,13.327,nsw,sa2,18560
121041413,Cremorne - Cammeray,3.2391,nsw,sa2,20640
121041414,Crows Nest - Waverton,2.9612,nsw,sa2,19554
121041415,Mosman,8.6503,nsw,sa2,30877
121041416,Neutral Bay - Kirribilli,2.2106,nsw,sa2,19456
121041417,North Sydney - Lavender Bay,1.9144,nsw,sa2,12184
122011418,Balgowlah - Clontarf - Seaforth,7.6104,nsw,sa2,21520
122011419,Manly - Fairlight,6.7351,nsw,sa2,24206
122021420,Avalon - Palm Beach,8.6057,nsw,sa2,13041
122021421,Bayview - Elanora Heights,64.583,nsw,sa2,11318
122021422,Newport - Bilgola,5.7981,nsw,sa2,13959
122021423,Warriewood - Mona Vale,11.6627,nsw,sa2,25922
122031424,Beacon Hill - Narraweena,4.3406,nsw,sa2,14831
