code,name,area,state,type,pop
122031425,Cromer,7.4915,nsw,sa2,7975
122031426,Dee Why - North Curl Curl,4.0732,nsw,sa2,27198
122031427,Forestville - Killarney Heights,8.9311,nsw,sa2,13440
122031428,Frenchs Forest - Belrose,30.1321,nsw,sa2,26375
122031429,Freshwater - Brookvale,7.1838,nsw,sa2,23076
122031430,Manly Vale - Allambie Heights,9.3541,nsw,sa2,18148
122031431,Narrabeen - Collaroy,7.1622,nsw,sa2,26453
122031432,Terrey Hills - Duffys Forest,70.5438,nsw,sa2,3816
123011433,Camden - Ellis Lane,26.1934,nsw,sa2,13442
123011434,Elderslie - Harrington Park,21.5414,nsw,sa2,24071
123011435,Mount Annan - Currans Hill,26.134,nsw,sa2,31895
123021436,Bradbury - Wedderburn,36.6555,nsw,sa2,19885
123021437,Campbelltown - Woodbine,13.7476,nsw,sa2,20321
123021438,Claymore - Eagle Vale - Raby,22.9168,nsw,sa2,21017
123021439,Holsworthy Military Area,129.823,nsw,sa2,0
123021440,Ingleburn - Denham Court,30.9189,nsw,sa2,23078
123021441,Leumeah - Minto Heights,23.6461,nsw,sa2,17111
123021442,Macquarie Fields - Glenfield,16.0182,nsw,sa2,24916
123021443,Minto - St Andrews,12.4133,nsw,sa2,21850
123021444,Rosemeadow - Glen Alpine,48.0827,nsw,sa2,21452
123031445,Bargo,67.7705,nsw,sa2,5965
123031446,Douglas Park - Appin,289.9461,nsw,sa2,10911
123031447,Picton - Tahmoor - Buxton,189.9084,nsw,sa2,17834
123031448,The Oaks - Oakdale,322.7354,nsw,sa2,9686
124011449,Blackheath - Megalong Valley,139.2166,nsw,sa2,5798
124011450,Blaxland - Warrimoo - Lapstone,29.6935,nsw,sa2,19537
124011451,Blue Mountains - North,595.0366,nsw,sa2,13
124011452,Katoomba - Leura,40.8734,nsw,sa2,13866
124011453,Lawson - Hazelbrook - Linden,46.8873,nsw,sa2,11578
124011454,Springwood - Winmalee,69.6647,nsw,sa2,22090
124011455,Wentworth Falls,21.0358,nsw,sa2,6253
124021456,Blue Mountains - South,2456.9093,nsw,sa2,4
124031457,Cambridge Park,6.5871,nsw,sa2,16125
124031458,Castlereagh - Cranebrook,71.5174,nsw,sa2,27189
124031459,Emu Plains - Leonay,13.794,nsw,sa2,14553
124031460,Glenmore Park - Regentville,9.233,nsw,sa2,21815
124031461,Jamisontown - South Penrith,9.0181,nsw,sa2,17724
124031462,Kingswood - Werrington,14.0229,nsw,sa2,21700
124031463,Mulgoa - Luddenham - Orchard Hills,158.6776,nsw,sa2,11031
124031464,Penrith,10.3941,nsw,sa2,14623
124031465,Warragamba - Silverdale,63.6143,nsw,sa2,5499
124041466,Richmond - Clarendon,74.6728,nsw,sa2,14431
124041467,Windsor - Bligh Park,22.73,nsw,sa2,15637
124041468,Yarramundi - Londonderry,81.4359,nsw,sa2,7768
124051469,Erskine Park,8.3944,nsw,sa2,6654
124051470,St Clair,7.2035,nsw,sa2,20542
124051580,Colyton - Oxley Park,4.6521,nsw,sa2,12288
124051581,St Marys - North St Marys,12.8646,nsw,sa2,17083
125011473,Homebush Bay - Silverwater,11.2619,nsw,sa2,23028
125011475,Rookwood Cemetery,3.015,nsw,sa2,3
125011582,Auburn - Central,3.7326,nsw,sa2,19046
125011583,Auburn - North,2.0966,nsw,sa2,12784
125011584,Auburn - South,2.4313,nsw,sa2,9238
125011585,Berala,2.0865,nsw,sa2,9592
125011586,Lidcombe,6.4037,nsw,sa2,22506
125011587,Regents Park,2.0325,nsw,sa2,5358
125021476,Carlingford,9.7457,nsw,sa2,30368
125021477,Ermington - Rydalmere,9.8654,nsw,sa2,23491
125021478,Oatlands - Dundas Valley,6.0763,nsw,sa2,19236
125031479,Chester Hill - Sefton,7.2676,nsw,sa2,20192
125031480,Fairfield - East,5.7115,nsw,sa2,16497
125031481,Granville - Clyde,5.6083,nsw,sa2,22764
125031482,Greystanes - Pemulwuy,11.8487,nsw,sa2,28127
125031483,Guildford - South Granville,6.7962,nsw,sa2,23203
125031484,Guildford West - Merrylands West,5.4654,nsw,sa2,22336
125031485,Merrylands - Holroyd,6.7188,nsw,sa2,31273
125031486,Smithfield Industrial,4.3017,nsw,sa2,11
125031487,Yennora Industrial,2.0787,nsw,sa2,14
125041489,North Parramatta,7.0608,nsw,sa2,24425
125041490,North Rocks,5.3762,nsw,sa2,8296
125041491,Northmead,5.9332,nsw,sa2,22338
125041492,Parramatta - Rosehill,8.4965,nsw,sa2,33763
125041493,Toongabbie - Constitution Hill,7.4795,nsw,sa2,23126
125041494,Winston Hills,4.3479,nsw,sa2,11241
125041588,Pendle Hill - Girraween,4.4615,nsw,sa2,13893
125041589,Wentworthville - Westmead,3.9358,nsw,sa2,17272
126011495,Epping - North Epping,8.8806,nsw,sa2,30487
126011496,Pennant Hills - Cheltenham,13.2937,nsw,sa2,21802
126021497,Eastwood - Denistone,7.8201,nsw,sa2,27006
126021498,Gladesville - Huntleys Point,4.7162,nsw,sa2,15549
126021499,Hunters Hill - Woolwich,4.1512,nsw,sa2,10987
126021500,Macquarie Park - Marsfield,10.672,nsw,sa2,23824
126021501,North Ryde - East Ryde,6.2232,nsw,sa2,13186
126021503,West Ryde - Meadowbank,4.7923,nsw,sa2,21287
126021590,Putney,1.5194,nsw,sa2,4255
126021591,Ryde,7.2682,nsw,sa2,31029
127011504,Ashcroft - Busby - Miller,5.463,nsw,sa2,18294
127011505,Austral - Greendale,110.7146,nsw,sa2,9123
127011506,Cobbitty - Leppington,132.1375,nsw,sa2,26918
127011592,Badgerys Creek,17.5774,nsw,sa2,62
127011593,Cecil Hills,3.7478,nsw,sa2,7303
127011594,Green Valley,3.2145,nsw,sa2,13156
127011595,Hinchinbrook,5.225,nsw,sa2,13497
127011596,Hoxton Park - Carnes Hill - Horningsea Park,4.1264,nsw,sa2,13000
127011597,West Hoxton - Middleton Grange,9.2626,nsw,sa2,17139
127021509,Bonnyrigg Heights - Bonnyrigg,5.1887,nsw,sa2,16857
127021510,Bossley Park - Abbotsbury,9.5146,nsw,sa2,19783
127021511,Cabramatta - Lansvale,7.5964,nsw,sa2,25873
127021512,Cabramatta West - Mount Pritchard,5.3429,nsw,sa2,18327
127021513,Canley Vale - Canley Heights,5.4161,nsw,sa2,22021
127021514,Edensor Park,3.0955,nsw,sa2,10321
127021515,Fairfield,4.2304,nsw,sa2,19135
127021516,Fairfield - West,4.6915,nsw,sa2,20546
127021517,Greenfield Park - Prairiewood,3.6367,nsw,sa2,8809
127021518,Horsley Park - Kemps Creek,56.2773,nsw,sa2,4687
127021519,Smithfield - Wetherill Park,6.6123,nsw,sa2,19106
127021520,St Johns Park - Wakeley,3.6111,nsw,sa2,11211
127021521,Wetherill Park Industrial,8.5566,nsw,sa2,36
127031522,Casula,7.0719,nsw,sa2,16821
127031523,Chipping Norton - Moorebank,14.4902,nsw,sa2,20549
127031524,Holsworthy - Wattle Grove,73.7001,nsw,sa2,21784
127031598,Liverpool,6.3185,nsw,sa2,30520
127031599,Lurnea - Cartwright,3.4665,nsw,sa2,12433
127031600,Prestons - Edmondson Park,14.1323,nsw,sa2,20551
127031601,Warwick Farm,4.6502,nsw,sa2,6658
128011529,Gymea - Grays Point,5.7978,nsw,sa2,18258
128011530,Miranda - Yowie Bay,5.9968,nsw,sa2,19150
128011531,Sylvania - Taren Point,6.0725,nsw,sa2,17084
128011602,Caringbah,3.9958,nsw,sa2,12601
128011603,Caringbah South,4.0699,nsw,sa2,12705
128011604,Cronulla - Kurnell - Bundeena,25.0865,nsw,sa2,25349
128011605,Lilli Pilli - Port Hacking - Dolans Bay,1.2706,nsw,sa2,3280
128011606,Woolaware - Burraneer,3.3282,nsw,sa2,8331
128021533,Heathcote - Waterfall,27.6162,nsw,sa2,6709
128021534,Illawong - Alfords Point,7.2978,nsw,sa2,10693
128021535,Menai - Lucas Heights - Woronora,33.4047,nsw,sa2,21758
128021536,Oyster Bay - Como - Jannali,8.9053,nsw,sa2,22113
128021537,Royal National Park,139.3336,nsw,sa2,28
128021538,Sutherland - Kirrawee,7.7547,nsw,sa2,22121
128021607,Engadine,8.9538,nsw,sa2,17484
128021608,Loftus - Yarrawarrah,3.8436,nsw,sa2,7457
128021609,Woronora Heights,3.1374,nsw,sa2,3628
201011001,Alfredton,52.7111,vic,sa2,13291
201011002,Ballarat,12.3787,vic,sa2,12175
201011003,Ballarat - North,92.3577,vic,sa2,24147
201011004,Ballarat - South,32.8541,vic,sa2,25389
201011005,Buninyong,51.5855,vic,sa2,7583
201011006,Delacombe,34.1608,vic,sa2,7874
201011007,Smythes Creek,104.7274,vic,sa2,4021
201011008,Wendouree - Miners Rest,67.5734,vic,sa2,15012
201021009,Bacchus Marsh Region,1038.8122,vic,sa2,6153
201021010,Creswick - Clunes,856.7892,vic,sa2,7998
201021011,Daylesford,920.7579,vic,sa2,9261
201021012,Gordon (Vic.),850.3137,vic,sa2,5900
201031013,Avoca,1714.2399,vic,sa2,3352
201031014,Beaufort,1863.0431,vic,sa2,4450
201031015,Golden Plains - North,922.0812,vic,sa2,4742
201031016,Maryborough (Vic.),45.5379,vic,sa2,8074
201031017,Maryborough Region,1627.5521,vic,sa2,5364
202011018,Bendigo,15.974,vic,sa2,14735
202011019,California Gully - Eaglehawk,33.0365,vic,sa2,12676
202011020,East Bendigo - Kennington,17.1489,vic,sa2,13784
202011021,Flora Hill - Spring Gully,13.203,vic,sa2,9601
202011022,Kangaroo Flat - Golden Square,40.9147,vic,sa2,20329
202011023,Maiden Gully,42.9757,vic,sa2,5382
202011024,Strathfieldsaye,56.4142,vic,sa2,9485
202011025,White Hills - Ascot,67.7768,vic,sa2,13130
202021026,Bendigo Region - South,796.8536,vic,sa2,7771
202021027,Castlemaine,83.9291,vic,sa2,11047
202021028,Castlemaine Region,1514.9805,vic,sa2,8723
202021029,Heathcote,756.8176,vic,sa2,4635
202021030,Kyneton,556.4897,vic,sa2,10082
202021031,Woodend,211.8677,vic,sa2,7349
202031032,Bendigo Region - North,1440.2176,vic,sa2,4554
202031033,Loddon,6193.3066,vic,sa2,7055
203011034,Bannockburn,192.052,vic,sa2,7117
203011035,Golden Plains - South,1484.5292,vic,sa2,7240
203011036,Winchelsea,903.2573,vic,sa2,5865
203021037,Belmont,9.3677,vic,sa2,14608
203021038,Corio - Norlane,80.8135,vic,sa2,27440
203021039,Geelong,12.8171,vic,sa2,13498
203021040,Geelong West - Hamlyn Heights,32.0374,vic,sa2,20570
203021041,Grovedale,55.7048,vic,sa2,27559
203021042,Highton,40.587,vic,sa2,23449
203021043,Lara,588.6014,vic,sa2,19978
203021044,Leopold,27.9287,vic,sa2,13753
203021045,Newcomb - Moolap,43.2941,vic,sa2,14949
203021046,Newtown (Vic.),5.8078,vic,sa2,10718
203021047,North Geelong - Bell Park,21.9322,vic,sa2,15402
203031048,Clifton Springs,65.1494,vic,sa2,14637
203031049,Lorne - Anglesea,447.9915,vic,sa2,5407
203031050,Ocean Grove - Barwon Heads,156.9794,vic,sa2,26648
203031051,Portarlington,71.8556,vic,sa2,7915
203031052,Point Lonsdale - Queenscliff,61.6734,vic,sa2,4400
203031053,Torquay,126.3198,vic,sa2,20668
204011054,Alexandra,2118.9554,vic,sa2,6619
204011055,Euroa,2057.9046,vic,sa2,6442
204011056,Kilmore - Broadford,461.5232,vic,sa2,14921
204011057,Mansfield (Vic.),3927.8774,vic,sa2,9253
204011058,Nagambie,1294.3498,vic,sa2,4200
204011059,Seymour,79.3085,vic,sa2,6423
204011060,Seymour Region,1688.8307,vic,sa2,4511
204011061,Upper Yarra Valley,856.2714,vic,sa2,192
204011062,Yea,1474.2972,vic,sa2,3732
204021063,Benalla,315.3043,vic,sa2,10436
204021064,Benalla Region,2105.3238,vic,sa2,3659
204021065,Rutherglen,479.3481,vic,sa2,4000
204021066,Wangaratta,57.5835,vic,sa2,19318
204021067,Wangaratta Region,3587.526,vic,sa2,9769
204031068,Beechworth,371.3306,vic,sa2,4785
204031069,Bright - Mount Beauty,4253.6537,vic,sa2,8478
204031070,Chiltern - Indigo Valley,513.1748,vic,sa2,3126
204031071,Myrtleford,553.3638,vic,sa2,4724
204031072,Towong,6668.7212,vic,sa2,6027
204031073,West Wodonga,153.8763,vic,sa2,15323
204031074,Wodonga,278.8131,vic,sa2,26106
204031075,Yackandandah,708.198,vic,sa2,4627
205011076,Drouin,326.806,vic,sa2,17779
205011077,Mount Baw Baw Region,2753.3276,vic,sa2,6147
205011078,Trafalgar (Vic.),501.5289,vic,sa2,8036
205011079,Warragul,352.1791,vic,sa2,20149
205021080,Alps - East,2071.2826,vic,sa2,3
205021081,Bairnsdale,155.0115,vic,sa2,15411
205021082,Bruthen - Omeo,7377.4172,vic,sa2,8088
205021083,Lake King,93.8744,vic,sa2,0
205021084,Lakes Entrance,214.0352,vic,sa2,10304
205021085,Orbost,11384.3433,vic,sa2,6475
205021086,Paynesville,417.8856,vic,sa2,6662
205031087,Foster,1498.8469,vic,sa2,8995
205031088,French Island,170.2291,vic,sa2,114
205031089,Korumburra,600.6912,vic,sa2,9444
205031090,Leongatha,801.0083,vic,sa2,11359
205031091,Phillip Island,100.5732,vic,sa2,11416
205031092,Wilsons Promontory,481.5078,vic,sa2,13
205031093,Wonthaggi - Inverloch,728.7626,vic,sa2,23685
205041094,Churchill,796.523,vic,sa2,11590
205041095,Moe - Newborough,105.2835,vic,sa2,16812
205041096,Morwell,85.4861,vic,sa2,14026
205041097,Traralgon,149.6729,vic,sa2,27958
205041098,Yallourn North - Glengarry,342.7019,vic,sa2,4645
205051099,Alps - West,2955.6801,vic,sa2,24
205051100,Longford - Loch Sport,1610.8492,vic,sa2,4403
205051101,Maffra,2532.3197,vic,sa2,14197
205051102,Rosedale,968.4596,vic,sa2,4870
205051103,Sale,45.6023,vic,sa2,15021
205051104,Yarram,1931.8629,vic,sa2,5413
206011105,Brunswick,5.1425,vic,sa2,29170
206011106,Brunswick East,2.168,vic,sa2,13293
206011107,Brunswick West,3.1795,vic,sa2,15162
206011108,Coburg,6.9346,vic,sa2,28654
206011109,Pascoe Vale South,2.9887,vic,sa2,10968
206021110,Alphington - Fairfield,2.8853,vic,sa2,9772
206021111,Northcote,6.145,vic,sa2,27516
206021112,Thornbury,4.9972,vic,sa2,20141
206031113,Ascot Vale,3.8361,vic,sa2,16254
206031114,Essendon - Aberfeldie,8.443,vic,sa2,30368
206031115,Flemington,1.5808,vic,sa2,11189
206031116,Moonee Ponds,4.3551,vic,sa2,15724
206041117,Carlton,1.8185,vic,sa2,23198
206041118,Docklands,2.444,vic,sa2,14951
206041119,East Melbourne,2.8998,vic,sa2,5739
206041120,Flemington Racecourse,1.7093,vic,sa2,91
206041121,Kensington (Vic.),2.147,vic,sa2,11862
206041122,Melbourne,2.369,vic,sa2,49097
206041123,North Melbourne,3.2492,vic,sa2,25331
206041124,Parkville,4.0492,vic,sa2,8434
206041125,South Yarra - West,1.5027,vic,sa2,6919
206041126,Southbank,3.0743,vic,sa2,24376
206041127,West Melbourne,6.1992,vic,sa2,3
206051128,Albert Park,4.6747,vic,sa2,17197
206051129,Elwood,2.553,vic,sa2,16623
206051130,Port Melbourne,2.7894,vic,sa2,17836
206051131,Port Melbourne Industrial,6.8694,vic,sa2,259
206051132,South Melbourne,2.4948,vic,sa2,13162
206051133,St Kilda,3.901,vic,sa2,29861
206051134,St Kilda East,2.4135,vic,sa2,18253
206061135,Armadale,2.1835,vic,sa2,10302
206061136,Prahran - Windsor,2.9054,vic,sa2,22027
206061137,South Yarra - East,2.5172,vic,sa2,24625
206061138,Toorak,4.3233,vic,sa2,14182
206071139,Abbotsford,1.7405,vic,sa2,9848
206071140,Carlton North - Princes Hill,2.3042,vic,sa2,9175
206071141,Collingwood,1.2671,vic,sa2,10372
206071142,Fitzroy,1.378,vic,sa2,11720
206071143,Fitzroy North,2.5051,vic,sa2,13609
206071144,Richmond (Vic.),6.2125,vic,sa2,34646
206071145,Yarra - North,5.2089,vic,sa2,9878
207011146,Ashburton (Vic.),2.8366,vic,sa2,8248
207011147,Balwyn,5.585,vic,sa2,17062
207011148,Balwyn North,8.8491,vic,sa2,21692
207011149,Camberwell,7.2919,vic,sa2,23010
207011150,Glen Iris - East,5.7049,vic,sa2,17548
207011151,Hawthorn,5.6721,vic,sa2,25511
207011152,Hawthorn East,3.824,vic,sa2,16983
207011153,Kew,10.534,vic,sa2,26904
207011154,Kew East,4.0155,vic,sa2,6913
207011155,Surrey Hills (West) - Canterbury,5.7026,vic,sa2,17391
207021156,Bulleen,6.6711,vic,sa2,11763
207021157,Doncaster,8.7738,vic,sa2,23396
207021159,Templestowe,16.1176,vic,sa2,17730
207021160,Templestowe Lower,5.9386,vic,sa2,14449
207021424,Doncaster East (North),6.4029,vic,sa2,15567
207021425,Doncaster East (South),4.7684,vic,sa2,15133
207031161,Blackburn,8.6077,vic,sa2,23048
207031162,Blackburn South,3.5966,vic,sa2,11397
207031163,Box Hill,7.012,vic,sa2,22608
207031164,Box Hill North,6.2087,vic,sa2,18961
207031165,Burwood,5.0392,vic,sa2,14181
207031166,Burwood East,4.263,vic,sa2,10971
207031167,Surrey Hills (East) - Mont Albert,3.3279,vic,sa2,10602
208011168,Beaumaris,5.9678,vic,sa2,14604
208011169,Brighton (Vic.),8.2005,vic,sa2,24969
208011170,Brighton East,5.6083,vic,sa2,16879
208011171,Cheltenham - Highett (West),5.3198,vic,sa2,12140
208011172,Hampton,5.6846,vic,sa2,19098
208011173,Sandringham - Black Rock,6.4301,vic,sa2,18028
208021174,Bentleigh - McKinnon,6.2242,vic,sa2,24503
208021176,Carnegie,3.8043,vic,sa2,20126
208021177,Caulfield - North,6.4189,vic,sa2,23259
208021178,Caulfield - South,4.7426,vic,sa2,18758
208021179,Elsternwick,2.8616,vic,sa2,12495
208021180,Hughesdale,2.0096,vic,sa2,8283
208021181,Murrumbeena,2.5148,vic,sa2,9988
208021182,Ormond - Glen Huntly,2.9371,vic,sa2,14514
208021426,Bentleigh East (North),4.5989,vic,sa2,16026
208021427,Bentleigh East (South),4.5882,vic,sa2,14189
208031183,Aspendale Gardens - Waterways,5.3073,vic,sa2,9489
208031184,Braeside,9.0819,vic,sa2,60
208031185,Carrum - Patterson Lakes,5.8242,vic,sa2,12550
208031186,Chelsea - Bonbeach,5.423,vic,sa2,15389
208031187,Chelsea Heights,3.1958,vic,sa2,5597
208031188,Cheltenham - Highett (East),8.7377,vic,sa2,24584
208031189,Edithvale - Aspendale,5.1001,vic,sa2,13756
208031190,Mentone,4.45,vic,sa2,14003
208031191,Moorabbin - Heatherton,11.6997,vic,sa2,9564
208031192,Moorabbin Airport,3.0755,vic,sa2,0
208031193,Mordialloc - Parkdale,7.9681,vic,sa2,21576
208041194,Malvern - Glen Iris,6.1552,vic,sa2,21607
208041195,Malvern East,7.5668,vic,sa2,23464
209011196,Bundoora - East,4.0749,vic,sa2,10459
209011197,Greensborough,10.0974,vic,sa2,21563
209011198,Heidelberg - Rosanna,6.3717,vic,sa2,16127
209011199,Heidelberg West,6.6912,vic,sa2,15347
209011200,Ivanhoe,5.0499,vic,sa2,12676
209011201,Ivanhoe East - Eaglemont,4.2769,vic,sa2,8251
209011202,Montmorency - Briar Hill,12.0278,vic,sa2,16991
209011203,Viewbank - Yallambie,10.2379,vic,sa2,19214
209011204,Watsonia,3.7856,vic,sa2,9678
209021205,Kingsbury,9.0093,vic,sa2,13037
209021207,Reservoir - East,8.9663,vic,sa2,29552
209021208,Reservoir - West,10.1544,vic,sa2,25833
209021428,Preston - East,7.7457,vic,sa2,22395
209021429,Preston - West,3.5679,vic,sa2,13363
209031209,Eltham,19.4881,vic,sa2,24205
209031210,Hurstbridge,14.8421,vic,sa2,3625
209031211,Kinglake,319.504,vic,sa2,4122
209031212,Panton Hill - St Andrews,292.1978,vic,sa2,5496
209031213,Plenty - Yarrambat,29.117,vic,sa2,9930
209031214,Research - North Warrandyte,49.7947,vic,sa2,7055
209031215,Wattle Glen - Diamond Creek,26.8245,vic,sa2,14561
209041216,Bundoora - North,4.715,vic,sa2,8491
209041217,Bundoora - West,2.5601,vic,sa2,6623
209041219,Lalor,12.0595,vic,sa2,24757
209041220,Mill Park - North,8.1362,vic,sa2,18745
209041221,Mill Park - South,4.9298,vic,sa2,12483
209041223,Thomastown,14.6852,vic,sa2,21592
209041224,Wallan,507.7455,vic,sa2,18446
209041225,Whittlesea,297.9799,vic,sa2,8769
209041430,Doreen,14.4616,vic,sa2,25171
209041431,Epping - East,7.7691,vic,sa2,14006
209041432,Epping - South,15.8714,vic,sa2,8778
209041433,Epping - West,7.3573,vic,sa2,12769
209041434,Mernda,23.8231,vic,sa2,21488
209041435,South Morang (North),13.7094,vic,sa2,13231
209041436,South Morang (South),7.7445,vic,sa2,12696
209041437,Wollert,53.8918,vic,sa2,13723
210011226,Airport West,3.7194,vic,sa2,8280
210011227,Essendon Airport,3.3549,vic,sa2,0
210011228,Keilor,17.512,vic,sa2,9066
210011229,Keilor East,10.8916,vic,sa2,28103
210011230,Niddrie - Essendon West,2.8027,vic,sa2,7604
210011231,Strathmore,4.1444,vic,sa2,10372
210021232,Gisborne,211.0569,vic,sa2,13963
210021233,Macedon,72.9902,vic,sa2,3606
210021234,Riddells Creek,83.3503,vic,sa2,4281
210021235,Romsey,624.7096,vic,sa2,10043
210031236,Coburg North,4.8779,vic,sa2,8666
210031237,Fawkner,5.0848,vic,sa2,14964
210031239,Pascoe Vale,6.9844,vic,sa2,26415
210031438,Glenroy,8.8582,vic,sa2,24508
210031439,Gowanbrae,1.5225,vic,sa2,3120
210031440,Hadfield,3.0501,vic,sa2,6036
210041240,Sunbury,129.5488,vic,sa2,13397
210041241,Sunbury - South,131.1359,vic,sa2,29374
210051242,Broadmeadows,8.8268,vic,sa2,14424
210051243,Campbellfield - Coolaroo,18.1867,vic,sa2,17218
210051245,Gladstone Park - Westmeadows,13.9361,vic,sa2,18655
210051246,Greenvale - Bulla,95.9064,vic,sa2,19380
210051247,Meadow Heights,4.6252,vic,sa2,15835
210051248,Melbourne Airport,30.3848,vic,sa2,194
210051249,Roxburgh Park - Somerton,12.2902,vic,sa2,24429
210051250,Tullamarine,3.8595,vic,sa2,6824
210051441,Craigieburn - Central,3.9686,vic,sa2,8864
210051442,Craigieburn - North,13.3512,vic,sa2,13152
210051443,Craigieburn - South,11.9148,vic,sa2,19511
210051444,Craigieburn - West,6.2118,vic,sa2,18556
210051445,Mickleham - Yuroke,70.6333,vic,sa2,7361
211011251,Bayswater,8.0438,vic,sa2,12894
211011254,Knoxfield - Scoresby,15.2651,vic,sa2,16763
211011255,Lysterfield,18.494,vic,sa2,7013
211011256,Rowville - Central,8.2003,vic,sa2,15938
211011257,Rowville - North,4.1688,vic,sa2,8383
211011258,Rowville - South,9.3532,vic,sa2,10963
211011259,Wantirna,8.3064,vic,sa2,14590
211011260,Wantirna South,13.3559,vic,sa2,18850
211011446,Boronia,11.2631,vic,sa2,23447
211011447,Ferntree Gully (North),6.9851,vic,sa2,14517
211011448,Ferntree Gully (South) - Upper Ferntree Gully,9.1499,vic,sa2,15336
211011449,The Basin,5.7163,vic,sa2,4478
211021261,Donvale - Park Orchards,20.8028,vic,sa2,16875
211021262,Warrandyte - Wonga Park,45.7591,vic,sa2,10657
211031263,Bayswater North,9.909,vic,sa2,12470
211031265,Croydon Hills - Warranwood,9.492,vic,sa2,18838
211031266,Ringwood,9.9105,vic,sa2,18484
211031267,Ringwood East,9.3929,vic,sa2,21542
211031268,Ringwood North,4.7307,vic,sa2,10099
211031450,Croydon - East,8.0982,vic,sa2,16366
211031451,Croydon - West,6.7979,vic,sa2,14417
211031452,Croydon South,2.856,vic,sa2,4917
211041269,Forest Hill,4.0702,vic,sa2,11385
211041270,Mitcham (Vic.),6.6271,vic,sa2,17390
211041271,Nunawading,5.0785,vic,sa2,12836
211041272,Vermont,4.6098,vic,sa2,11174
211041273,Vermont South,6.184,vic,sa2,12386
211051274,Belgrave - Selby,55.6519,vic,sa2,10452
211051275,Chirnside Park,22.2024,vic,sa2,10987
211051276,Healesville - Yarra Glen,369.5236,vic,sa2,14512
211051277,Kilsyth,8.2426,vic,sa2,9657
211051278,Lilydale - Coldstream,109.3818,vic,sa2,19781
211051279,Monbulk - Silvan,68.5552,vic,sa2,5859
211051280,Montrose,10.5431,vic,sa2,7155
211051281,Mooroolbark,12.5434,vic,sa2,23723
211051282,Mount Dandenong - Olinda,81.8992,vic,sa2,10137
211051283,Mount Evelyn,16.9894,vic,sa2,10209
211051284,Upwey - Tecoma,8.8907,vic,sa2,10049
211051285,Wandin - Seville,111.7555,vic,sa2,8056
211051286,Yarra Valley,729.7582,vic,sa2,16752
212011287,Beaconsfield - Officer,41.1778,vic,sa2,17577
212011288,Bunyip - Garfield,373.1113,vic,sa2,9155
212011289,Emerald - Cockatoo,371.6241,vic,sa2,18777
212011290,Koo Wee Rup,409.4351,vic,sa2,8153
212011291,Pakenham - North,37.2213,vic,sa2,21641
212011292,Pakenham - South,49.7574,vic,sa2,32087
212021293,Berwick - North,19.748,vic,sa2,24037
212021294,Berwick - South,14.8552,vic,sa2,28497
212021295,Doveton,5.1934,vic,sa2,12208
212021297,Hallam,8.0565,vic,sa2,11628
212021299,Narre Warren North,34.4086,vic,sa2,8549
212021453,Endeavour Hills - North,14.4746,vic,sa2,12514
212021454,Endeavour Hills - South,5.5873,vic,sa2,14090
212021455,Narre Warren - North East,4.874,vic,sa2,14169
212021456,Narre Warren - South West,9.3054,vic,sa2,14887
212031300,Cranbourne,13.027,vic,sa2,21269
212031301,Cranbourne East,42.8901,vic,sa2,41381
212031302,Cranbourne North,10.2394,vic,sa2,23884
212031303,Cranbourne South,81.6623,vic,sa2,10256
212031304,Cranbourne West,12.8981,vic,sa2,18604
212031305,Hampton Park - Lynbrook,13.3423,vic,sa2,27466
212031306,Lynbrook - Lyndhurst,7.3581,vic,sa2,17130
212031308,Pearcedale - Tooradin,98.5112,vic,sa2,8156
212031457,Narre Warren South (East),6.2204,vic,sa2,13870
212031458,Narre Warren South (West),6.777,vic,sa2,17824
212041309,Clarinda - Oakleigh South,6.3227,vic,sa2,12359
212041310,Clayton South,7.938,vic,sa2,13818
212041311,Dandenong,61.8243,vic,sa2,33923
212041312,Dandenong North,9.459,vic,sa2,23911
212041313,Dingley Village,7.2437,vic,sa2,10686
212041314,Keysborough,30.2794,vic,sa2,29852
212041316,Noble Park North,3.7574,vic,sa2,7927
212041317,Springvale,11.1052,vic,sa2,23631
212041318,Springvale South,4.56,vic,sa2,13368
212041459,Noble Park - East,3.7671,vic,sa2,13496
212041460,Noble Park - West,4.7945,vic,sa2,19986
212051319,Ashwood - Chadstone,6.7087,vic,sa2,20195
212051320,Clayton,9.4112,vic,sa2,26722
212051321,Glen Waverley - East,9.1645,vic,sa2,22392
212051322,Glen Waverley - West,7.6758,vic,sa2,20672
212051323,Mount Waverley - North,6.484,vic,sa2,16326
212051324,Mount Waverley - South,8.7006,vic,sa2,20001
212051325,Mulgrave,10.7189,vic,sa2,20896
212051326,Oakleigh - Huntingdale,10.1702,vic,sa2,23580
212051327,Wheelers Hill,10.4394,vic,sa2,21010
213011328,Ardeer - Albion,4.5883,vic,sa2,8455
213011329,Cairnlea,4.4061,vic,sa2,10568
213011330,Deer Park - Derrimut,21.3348,vic,sa2,28708
213011331,Delahey,3.5055,vic,sa2,8831
213011332,Keilor Downs,7.6597,vic,sa2,13909
213011333,Kings Park (Vic.),4.4323,vic,sa2,14644
213011334,St Albans - North,6.5225,vic,sa2,21682
213011335,St Albans - South,6.2647,vic,sa2,18482
213011336,Sunshine,4.732,vic,sa2,10534
213011337,Sunshine North,8.0239,vic,sa2,12485
213011338,Sunshine West,12.9688,vic,sa2,20121
