date,name,km,stay,visit,score,new,mystery,new_rolling,cumulative
2020-04-21,Banyule,4.474170393909138,0.9563571476495062,0.005748481889855884,0.09466730300601,0.0,0.0,0.043876054533548134,5.451599775793362
2020-04-21,Bayside,5.592307612941003,0.9556713846418411,0.005884588903967214,0.09626792591669997,0.0,0.0,0.0,0.8513214400575118
2020-04-21,Boroondara,5.038225268379909,0.9404679864097185,0.0255433224813034,0.1171268120919371,0.0,0.0,0.0,1.5444952534351228
2020-04-21,Brimbank,6.292434215330623,0.9211262122403825,0.015954974422753985,0.12823719289128532,0.0,0.0,0.0,0.5749494523606467
2020-04-21,Cardinia,5.860359759478122,0.9270382581650587,0.0,0.14815892290522814,0.0,0.0,0.0,0.3734129947722181
2020-04-21,Casey,5.3999223427940795,0.9293125414130136,0.006548680092576575,0.23400926177626724,0.0,0.0,0.00839301818389354,0.6168868365161756
2020-04-21,Darebin,6.186591130935604,0.9331500435237335,0.029911468159151782,0.11088820672886779,0.0,0.0,0.0,0.5568996776169645
2020-04-21,Frankston,5.1368064932809725,0.9506510347854208,0.0,0.17843297742897812,0.0,0.0,0.0,1.2689907998167012
2020-04-21,Glen Eira,5.668393144579385,0.9413559570835409,0.03005939065330226,0.08002710118404044,0.0,0.0,0.0,0.9749249307803299
2020-04-21,Greater Dandenong,5.363213371990488,0.8919047862350753,0.0077624269820973655,0.13127706818462548,0.0,0.0,0.0,0.5418618372728696
2020-04-21,Hobsons Bay,11.044676714800474,0.9229051878880834,0.005853283685148891,0.24874927529201496,0.0,0.0,0.0,0.2073183373069348
2020-04-21,Hume,5.781553542480443,0.869068470859759,0.010147908956191769,0.17422320708463057,0.0,0.0,0.019099059180344786,0.757596014153676
2020-04-21,Kingston,4.890594751073774,0.9454518685074649,0.007594872786677607,0.14814278679514203,0.0,0.0,0.008741128846861531,0.6730669212083388
2020-04-21,Knox,3.7054069661140536,0.9630126227493858,0.0,0.20101270897312074,0.0,0.0,0.0,0.367640300729766
2020-04-21,Manningham,10.45439547067145,0.9618714034560722,0.002832953601719037,0.16235436345083387,0.0,0.0,0.011382313705671583,0.8764381553367118
2020-04-21,Maribyrnong,5.924560393513643,0.9041801135547959,0.030374189314190274,0.14599315654786926,0.0,0.0,0.0,0.21884950813573045
2020-04-21,Maroondah,4.171449128184737,0.9500545653133846,0.0,0.13473041968309418,0.0,0.0,0.012158261660380846,0.34043132649066365
2020-04-21,Melbourne,8.947106702697575,0.7589449372815795,0.35747283089468396,0.17640494378680183,0.0,0.0,0.01681057923372339,1.4709256829507948
2020-04-21,Melton,6.29068975372517,0.8987830522105215,0.0028592858901412875,0.19457229140962118,0.0,0.0,0.0,0.638109154952046
2020-04-21,Monash,5.488127894516744,0.9412447433714659,0.009920064321748141,0.07853794598003416,0.0,0.0,0.021420324603599033,1.6493649944771258
2020-04-21,Moonee Valley,5.572848911057394,0.9334090036762863,0.026619889155044384,0.13537442801793798,0.0,0.0,0.0,1.3293400999350968
2020-04-21,Moreland,5.471347072858654,0.9309296924746914,0.0580990632641159,0.10405109786315847,0.0,0.0,0.007861171707643031,1.3206768468840278
2020-04-21,Mornington Peninsula,4.297748742258621,0.9638999200049341,0.0,0.14474516023111883,0.0,0.0,0.025845269540316036,1.1458069496206775
2020-04-21,Nillumbik,4.563894676363803,0.9514534254083641,0.0,0.2346863462383585,0.0,0.0,0.0,2.155802959609491
